Time,Bx,By,Bz,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_25,Spectrum_26,Spectrum_27,Spectrum_28,Spectrum_29,Spectrum_30,Spectrum_31,Spectrum_32,Spectrum_33,Spectrum_34,Spectrum_35,Speed,Density,Temperature,Kp,ap,Kp_class
2022-01-01 00:00:00,-4.839263555555556,3.4254094261111114,-3.9810920388333337,21.336302672222224,0.23751630555555556,57.64333,63.412527222222224,32.67865801111111,24.014904866666665,48.26458994444445,76.24607944444445,137.07926944444446,62.068707572222216,183.32449444444444,276.54257222222225,348.7328277777778,306.3682944444444,341.5296333333333,412.84866111111114,500.1289388888889,417.96032777777776,421.4242222222222,439.09189444444445,455.7533555555556,445.8180388888889,371.2290777777778,330.9259388888889,408.52947777777774,367.79485,403.30238333333335,336.2945222222222,311.1775611111111,375.59546666666665,361.14372777777777,284.50905555555556,352.2987833333333,278.539,355.7555,269.4689752407986,3.1276849444444443,1654241.2149662154,2.333,9.0,2
2022-01-01 03:00:00,-5.617356122222223,4.4718152600000005,-2.29398976,0.8979292722222223,0.231726,75.96549555555555,40.01355944444445,2.2787105833333334,5.980291366666667,55.26079277777777,58.080592777777774,68.43814499999999,30.33873127777778,166.87647777777778,249.71158333333332,252.57124444444446,179.7765,270.7249166666667,360.0742222222222,432.55948333333333,322.44964999999996,388.34126111111107,458.7909222222222,469.3569888888889,426.35453888888884,374.97547777777777,393.3524722222223,488.7231111111111,427.1949833333333,407.0039777777778,314.34810555555555,313.6451055555556,357.7593944444444,320.24963333333335,233.21965555555556,354.3386166666666,278.539,355.7555,248.29830248784722,2.9061918055555553,1639876.8419451634,4.0,27.0,4
2022-01-01 06:00:00,-4.638580394444444,6.1233123833333325,1.5813045972222222,18.509044161111113,0.2330553,58.20389722222222,37.36334166666666,27.69779226111111,22.897006733333335,55.59705777777778,50.09135888888889,96.32809472222222,55.36355434444444,181.5943577777778,232.30049444444444,255.69316666666666,220.34744722222223,290.3069722222222,332.75880555555557,400.6229055555555,318.4663722222222,403.07799444444447,448.7821666666666,447.14890555555553,434.64723888888886,414.312,423.1636722222222,477.9639777777778,413.02936111111114,419.5728444444445,363.2926,342.67928333333333,364.30878333333334,329.0047222222222,263.83472222222224,348.94222777777776,277.5246388888889,358.14335555555556,256.22478115520835,3.01756275,1617127.4038564158,2.333,9.0,2
2022-01-01 09:00:00,-5.268603346111111,7.395730277777778,1.9887268528888888,2.235782977777778,0.5748920055555555,103.65161833333333,41.059841255555554,2.735568127777778,0.7012225222222223,43.15210888888889,36.056465333333335,22.20666961111111,0.5474917444444445,108.34810944444445,201.18068333333335,163.54920030555556,77.56751705555556,176.86999444444444,310.9100222222222,388.26691666666665,214.46212777777777,311.59437777777777,433.92242222222217,452.1231055555555,384.61682222222225,335.26696111111113,414.0823333333334,548.1188611111112,478.77876111111107,419.9031111111111,411.44175,475.4845111111111,505.9441611111111,414.7433111111111,268.29825555555556,318.1608222222222,313.3638888888889,393.4986,242.1373430154514,2.388277,1854419.8735791836,1.667,6.0,1
2022-01-01 12:00:00,-5.9404034999999995,5.913173055555555,1.0365789119388888,11.447172638888889,0.25250928333333333,44.40735333333333,15.63952605,4.502054033333334,2.2779851722222224,28.101569444444447,12.384265166666667,39.43325422222222,7.603065449999999,118.6981038888889,152.17096111111113,161.70583888888888,136.52985222222222,214.9582611111111,273.7118888888889,351.5097166666667,257.2487777777778,363.7930722222222,411.95011111111114,393.57497777777775,379.61244444444446,376.6772555555556,408.35931111111114,487.6292555555556,447.68655,466.77760555555557,473.37344444444443,472.95897222222226,456.2075388888889,402.8334722222222,324.77928333333335,346.9426388888889,291.2383277777778,351.91625,240.5873578060764,2.629618,1804020.1225124511,1.667,6.0,1
2022-01-01 15:00:00,-4.6979194,3.969954622222222,-2.3515996655555558,6.333909377777777,0.6720052777777777,75.55439,30.730413144444448,6.6572327555555555,6.052512722222222,53.14087166666667,35.92136156111111,45.822612944444444,13.185461916666666,155.92295555555557,204.61121111111112,186.11818555555556,142.4000088888889,247.54525555555557,325.33225555555555,368.60139444444445,236.21625555555556,350.7318888888889,427.3564944444444,404.78403333333335,363.60682222222226,358.7559166666667,420.73125555555555,510.02559999999994,437.85065,434.7849111111111,457.2768444444444,491.7534111111111,478.18783333333334,389.5324111111111,295.1871888888889,352.7347833333333,310.73895,362.8488777777778,248.793236084375,2.6874039444444446,1767217.7285285068,3.0,15.0,3
2022-01-01 18:00:00,-3.673222566666667,4.71870465,-0.6486096766666667,2.31926825,2.536962583333333,121.62083944444446,33.46346483333333,3.4641520999999997,6.68067748888889,87.33625388888889,47.104821111111114,32.15014806666667,8.049241349999999,193.77519166666667,235.60896111111109,168.41477722222223,123.57810388888889,272.4772111111111,363.1104555555555,354.33317222222223,202.19586,354.02407222222223,461.66934444444445,408.9773944444444,335.2759555555555,353.5901777777778,454.86780555555555,530.6790611111111,412.51152777777776,403.62833888888883,459.7599444444444,512.20465,477.8073722222222,363.847,280.90284444444444,379.12362777777776,334.9759833333334,357.35308888888886,252.12390783697916,2.6851051666666668,1794174.114798619,3.0,15.0,3
2022-01-01 21:00:00,-3.341555762777778,5.6192915,-0.11044367905555556,21.510431294444444,0.6923484833333333,72.6977988888889,40.85421344444445,25.976178883333336,20.790058688888887,60.58477444444445,47.89548944444444,86.13682727777778,44.873496261111114,180.48135,226.33093333333332,232.75334222222224,198.56143444444444,280.6456611111111,334.83997222222223,384.58283888888883,277.62440055555555,376.0652388888889,429.36401666666666,408.5755,388.8067277777778,386.89656111111105,424.1064444444445,488.49903333333333,418.6923444444445,428.3658166666667,435.4783166666666,443.75949444444444,443.1087722222222,373.7008222222222,297.03545,354.29595,301.0612944444444,362.032175,258.7589402743056,2.928539166666667,1674224.6714425783,1.333,5.0,1
2022-01-02 00:00:00,-2.4411063411111114,4.7282767366666665,-0.8955148716666668,3.0972053611111114,2.9567651,122.15227444444444,39.57530994444445,4.087177172222223,7.501849694444445,88.49471777777778,50.50483111111111,37.58864725,9.917152077777777,195.23434999999998,237.92746666666667,172.02101444444443,126.72802999999999,273.4474777777778,362.41950555555553,354.28872222222225,205.2506088888889,355.52082777777775,461.4065888888889,410.30733888888886,339.51932222222223,359.2372277777778,455.07166111111115,526.5270555555555,408.84180000000003,404.8261666666667,461.0436333333333,512.0854333333333,478.14801111111115,369.6996277777778,296.52001666666666,387.1528666666667,339.9764888888889,358.33034444444445,254.12336926875,2.7097266944444445,1793929.4274395828,3.0,15.0,3
2022-01-02 03:00:00,-4.817630777777778,4.536309392222222,-0.07661713633333335,2.8172776388888887,0.2876206388888889,127.49732666666668,23.249966444444443,4.969952244444444,3.067258766666667,90.83078444444445,54.84600611111111,30.20492758888889,8.66099223888889,195.62729444444446,260.1483611111111,190.63169444444446,136.84826111111113,274.9682222222222,376.14933888888885,379.50306111111115,210.16697777777776,347.8858055555556,470.4020277777778,452.6318777777778,384.03547777777777,382.57714444444446,482.1163888888889,559.9366555555555,433.72990555555555,386.5346444444445,416.7212444444444,470.848,457.9080888888889,336.5957888888889,220.1002611111111,335.2198722222222,312.847,366.9830944444444,255.3905823439236,2.781292611111111,1790157.7668046593,1.667,6.0,1
