Time,Bx,By,Bz,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_25,Spectrum_26,Spectrum_27,Spectrum_28,Spectrum_29,Spectrum_30,Spectrum_31,Spectrum_32,Spectrum_33,Spectrum_34,Spectrum_35,Speed,Density,Temperature,Kp,ap,Kp_class
2022-01-01 00:00:00,-4.839263555555556,3.4254094261111114,-3.9810920388333337,21.336302672222224,0.23751630555555556,57.64333,63.412527222222224,32.67865801111111,24.014904866666665,48.26458994444445,76.24607944444445,137.07926944444446,62.068707572222216,183.32449444444444,276.54257222222225,348.7328277777778,306.3682944444444,341.5296333333333,412.84866111111114,500.1289388888889,417.96032777777776,421.4242222222222,439.09189444444445,455.7533555555556,445.8180388888889,371.2290777777778,330.9259388888889,408.52947777777774,367.8342888888889,403.9065166666666,319.2785944444444,290.5631611111111,335.6924166666667,343.0305777777778,272.9473888888889,347.6500833333333,261.62,336.925,266.13883079635417,2.962879388888889,1641180.2570111244,2.333,9.0,2
2022-01-01 03:00:00,-5.617356122222223,4.4718152600000005,-2.29398976,0.8979292722222223,0.231726,75.96549555555555,40.01355944444445,2.2787105833333334,5.980291366666667,55.26079277777777,58.080592777777774,68.43814499999999,30.33873127777778,166.87647777777778,249.71158333333332,252.57124444444446,179.7765,270.7249166666667,360.0742222222222,432.55948333333333,322.44964999999996,388.34126111111107,458.7909222222222,469.3569888888889,426.35453888888884,374.97547777777777,393.3524722222223,488.7231111111111,427.1949833333333,407.0039777777778,314.34810555555555,313.6451055555556,357.7593944444444,320.24963333333335,233.21965555555556,349.5563333333333,261.62,336.925,248.29830248784722,2.9061918055555553,1639876.8419451634,4.0,27.0,4
2022-01-01 06:00:00,-4.638580394444444,6.1233123833333325,1.5813045972222222,4.149446961111111,0.231726,42.80024002222222,24.011789466666666,10.718670061111112,9.739059122222223,36.87238557777778,33.132336688888884,52.598812522222225,26.161022144444445,118.37917557777779,159.93801224444445,164.6937496111111,130.94791905555556,188.7240273888889,231.0111662777778,277.7772662777778,211.52673294444446,397.1975777777778,320.5902218333334,445.9528055555556,434.86983888888886,411.0726,414.1873722222222,474.28237777777775,415.1590611111111,420.9321444444444,347.7187,325.28588333333335,342.5434833333333,319.12482222222224,257.5914222222222,344.5874111111111,262.10955,340.9866777777778,220.31005777083334,2.0050851752222223,1722341.2367867664,2.333,9.0,2
2022-01-01 09:00:00,-5.268603346111111,7.395730277777778,1.9887268528888888,2.235782977777778,0.5748920055555555,103.65161833333333,41.059841255555554,2.735568127777778,0.7012225222222223,43.15210888888889,36.056465333333335,22.20666961111111,0.5474917444444445,108.34810944444445,201.18068333333335,163.54920030555556,77.56751705555556,176.86999444444444,310.9100222222222,388.26691666666665,214.46212777777777,311.59437777777777,433.92242222222217,452.1231055555555,384.61682222222225,335.26696111111113,414.0823333333334,548.1188611111112,478.77876111111107,419.9031111111111,411.44175,475.4845111111111,505.9441611111111,414.7433111111111,268.29825555555556,318.1608222222222,313.3638888888889,393.4986,242.1373430154514,2.388277,1854419.8735791836,1.667,6.0,1
2022-01-01 12:00:00,-5.9404034999999995,5.913173055555555,1.0365789119388888,11.447172638888889,0.25250928333333333,44.40735333333333,15.63952605,4.502054033333334,2.2779851722222224,28.101569444444447,12.384265166666667,39.43325422222222,7.603065449999999,118.6981038888889,152.17096111111113,161.70583888888888,136.52985222222222,214.9582611111111,273.7118888888889,351.5097166666667,257.2487777777778,363.7930722222222,411.95011111111114,393.57497777777775,379.61244444444446,376.6772555555556,408.35931111111114,487.6292555555556,447.68655,466.77760555555557,473.37344444444443,472.95897222222226,456.2075388888889,402.8334722222222,324.77928333333335,346.9426388888889,291.2383277777778,351.91625,240.5873578060764,2.629618,1804020.1225124511,1.667,6.0,1
2022-01-01 15:00:00,-4.6979194,3.969954622222222,-2.3515996655555558,6.333909377777777,0.6720052777777777,75.55439,30.730413144444448,6.6572327555555555,6.052512722222222,53.14087166666667,35.92136156111111,45.822612944444444,13.185461916666666,155.92295555555557,204.61121111111112,186.11818555555556,142.4000088888889,247.54525555555557,325.33225555555555,368.60139444444445,236.21625555555556,350.7318888888889,427.3564944444444,404.78403333333335,363.60682222222226,358.7559166666667,420.73125555555555,510.02559999999994,437.85065,434.7849111111111,457.2768444444444,491.7534111111111,478.18783333333334,389.5324111111111,295.1871888888889,352.7347833333333,310.73895,362.8488777777778,248.793236084375,2.6874039444444446,1767217.7285285068,3.0,15.0,3
2022-01-01 18:00:00,-3.673222566666667,4.71870465,-0.6486096766666667,2.31926825,2.536962583333333,121.62083944444446,33.46346483333333,3.4641520999999997,6.68067748888889,87.33625388888889,47.104821111111114,32.15014806666667,8.049241349999999,193.77519166666667,235.60896111111109,168.41477722222223,123.57810388888889,272.4772111111111,363.1104555555555,354.33317222222223,202.19586,354.02407222222223,461.66934444444445,408.9773944444444,335.2759555555555,353.5901777777778,454.86780555555555,530.6790611111111,412.51152777777776,403.62833888888883,459.7599444444444,512.20465,477.8073722222222,363.847,280.90284444444444,379.12362777777776,334.9759833333334,357.35308888888886,252.12390783697916,2.6851051666666668,1794174.114798619,3.0,15.0,3
2022-01-01 21:00:00,-3.341555762777778,5.6192915,-0.11044367905555556,2.3643016944444444,0.6905760833333333,52.15958928888889,23.052143844444444,3.337349283333333,3.565109088888889,35.61854484444444,25.283459844444447,27.83111767777778,5.936786661111111,95.02378887777778,128.50757776666666,113.62683262222221,81.52932484444445,147.6643515111111,201.64306262222223,223.7667292888889,137.63069095555556,368.3672388888889,261.54910706666664,406.9807,389.10352777777774,382.57736111111114,412.13804444444446,483.59023333333334,421.53194444444443,430.17821666666663,414.7131166666667,420.56829444444446,414.08837222222223,360.52762222222225,288.71105,352.37235,294.1997,354.39536111111113,211.37050519027778,1.5968485151111111,1813663.0075443294,1.333,5.0,1
2022-01-02 00:00:00,-2.4411063411111114,4.7282767366666665,-0.8955148716666668,3.0972053611111114,2.9567651,122.15227444444444,39.57530994444445,4.087177172222223,7.501849694444445,88.49471777777778,50.50483111111111,37.58864725,9.917152077777777,195.23434999999998,237.92746666666667,172.02101444444443,126.72802999999999,273.4474777777778,362.41950555555553,354.28872222222225,205.2506088888889,355.52082777777775,461.4065888888889,410.30733888888886,339.51932222222223,359.2372277777778,455.07166111111115,526.5270555555555,408.84180000000003,404.8261666666667,461.0436333333333,512.0854333333333,478.14801111111115,369.6996277777778,296.52001666666666,387.1528666666667,339.9764888888889,358.33034444444445,254.12336926875,2.7097266944444445,1793929.4274395828,3.0,15.0,3
2022-01-02 03:00:00,-4.817630777777778,4.536309392222222,-0.07661713633333335,2.8172776388888887,0.2876206388888889,127.49732666666668,23.249966444444443,4.969952244444444,3.067258766666667,90.83078444444445,54.84600611111111,30.20492758888889,8.66099223888889,195.62729444444446,260.1483611111111,190.63169444444446,136.84826111111113,274.9682222222222,376.14933888888885,379.50306111111115,210.16697777777776,347.8858055555556,470.4020277777778,452.6318777777778,384.03547777777777,382.57714444444446,482.1163888888889,559.9366555555555,433.72990555555555,386.5346444444445,416.7212444444444,470.848,457.9080888888889,336.5957888888889,220.1002611111111,335.2198722222222,312.847,366.9830944444444,255.3905823439236,2.781292611111111,1790157.7668046593,1.667,6.0,1
2022-01-02 06:00:00,-3.8950706666666663,6.191667000000001,0.10461068777777778,0.231726,0.231726,120.75254656666667,18.003395233333336,0.231726,0.231726,78.8108006,43.39017282222222,0.34368367777777775,0.23953897777777777,136.72933948888888,198.92536726666665,113.52007837777779,69.89188004444445,172.05984504444444,281.2134617111111,260.59818393333336,118.27426171111111,355.42886111111113,341.12409504444446,449.60771666666665,381.6627166666667,375.1454444444444,464.2681944444444,543.5625388888889,425.0691888888889,382.61597222222224,393.23578888888886,437.82186666666666,425.86321111111107,326.62350555555554,220.01798888888888,341.3442833333333,313.9854277777778,365.00287222222227,222.9914546545139,1.8549260615555556,1855468.9302692784,1.333,5.0,1
2022-01-02 09:00:00,-3.5234394413333336,4.993995777777777,-0.26009891316666667,0.231726,0.231726,178.57933333333332,25.937907888888887,0.231726,0.231726,121.19898888888889,68.89001166666667,1.110319761111111,0.5143964111111111,212.21253888888887,300.37305555555554,171.82628888888888,108.34223666666665,273.8491055555556,416.73732777777775,383.4410555555556,174.2919222222222,335.70476666666667,503.94256111111105,476.9964277777778,366.08341666666666,363.4369111111111,507.4826444444445,597.1023277777778,434.52945555555556,357.2212777777778,412.5540222222222,503.7766666666667,483.0734,329.1211,190.00039444444445,340.43252222222225,339.3760388888889,377.90916111111113,259.35177391510416,2.870460972222222,1851859.240473661,1.333,5.0,1
2022-01-02 12:00:00,-5.119617561111111,1.0963839483333333,-0.44261209342611113,19.755951516666666,0.2784376722222222,54.287735,34.93129277777778,27.395333683333334,18.61530752222222,51.17675611111111,47.095113888888896,94.932619,44.497902294444444,169.1167,210.0003888888889,242.97498888888887,215.07370000000003,280.15871111111113,313.25625,379.4845555555556,289.50623333333334,381.0675722222222,430.58990555555556,455.2872611111111,472.92315,458.10362777777783,447.62941666666666,486.5286777777778,426.5077888888889,442.15785,424.2645,372.4392833333333,376.20152777777776,331.5148,263.5678833333333,326.13526666666667,267.00427777777776,347.9212722222222,258.1662881777778,2.9044087222222226,1691095.6263486648,1.0,4.0,1
2022-01-02 15:00:00,-3.9071479233333335,-1.5396305844444444,-1.257994123888889,8.4157972,0.2673732888888889,74.53142555555556,43.85102611111111,14.933615377777778,11.491900722222221,59.04553444444445,59.86551333333333,82.94993277777778,32.78322327222222,170.2169,241.04901666666666,244.23975,185.27813333333333,265.08706666666666,339.1136055555556,404.14125,292.51519444444443,388.6265388888889,471.83511666666664,486.5660666666667,447.8832277777778,410.5354944444444,438.8944944444445,517.6113,449.1026444444444,415.5357333333333,370.66577777777775,363.42462777777774,387.86747222222226,334.4918,243.6639777777778,326.3483277777778,270.4645777777778,357.48075555555556,258.015016592882,2.8738813333333333,1713289.3723314067,2.333,9.0,2
2022-01-02 18:00:00,-2.208330133888889,-3.694154093888889,-2.196518766111111,7.5460758611111105,0.2529049222222222,86.87570222222223,58.66774222222222,14.781279511111112,9.899070472222222,58.08235222222222,73.87741722222222,87.99317222222223,26.74224328888889,161.68431666666666,258.44242777777777,261.62215000000003,179.0842888888889,246.13748333333336,342.4801444444444,417.5591944444444,276.5170333333333,352.69381111111113,445.40530555555557,490.16319444444446,468.1781666666667,426.19564444444444,465.20394444444446,553.7134833333333,486.92528333333337,426.2393777777778,368.0378166666667,373.3734333333333,413.12153333333333,357.81065555555557,245.12401111111112,308.46349444444445,273.0885833333333,375.0447944444444,263.76345813020833,2.8693120555555556,1765143.7049680331,2.333,9.0,2
2022-01-02 21:00:00,-4.735310825555556,0.5099441733722222,0.3469410826111111,4.819478516666667,0.2754320111111111,62.724802922222224,40.07640347777778,12.090191316666667,9.870561111111112,52.560049033333335,56.52759125555555,71.88627292222222,29.821459422222222,133.42606125555557,195.85362236666668,198.7674334777778,140.38548903333333,192.5080668111111,248.86247236666665,300.4928945888889,221.2275445888889,396.4990722222222,344.1206057,474.1953277777778,458.0953944444445,426.5336,442.49968333333334,517.6062944444444,474.0233944444444,445.7086722222222,377.5408166666666,353.7089277777778,373.1906888888889,343.58391666666665,265.3170833333333,333.7859055555556,266.2376222222222,352.4964,239.5249782625,2.150092223666667,1804687.8703058348,3.333,18.0,3
2022-01-03 00:00:00,-2.5722551971666667,2.1681842866666665,1.1384602644444446,10.106892088888888,0.31321861666666667,93.05598055555555,59.23718722222222,20.016761777777777,13.934584611111111,76.68449333333334,83.42853,104.02878055555554,41.806480055555554,189.79840555555558,278.52941111111113,278.0428388888889,197.24410555555554,266.5004055555556,345.92395555555555,412.3100611111111,278.9640111111111,360.7516722222222,450.32713333333334,493.9034,480.8208166666667,450.98719444444447,493.8861388888889,573.4673166666666,519.4756888888888,461.59796111111115,414.46405555555555,411.6997944444445,428.45313888888893,362.7952611111111,254.66713888888887,307.9955,278.9933388888889,378.47,278.35071294913195,2.969595944444445,1806688.10316817,2.0,7.0,2
2022-01-03 03:00:00,2.861001898888889,0.2037901711111111,-3.725086482111111,2.0021702111111113,3.7843416,152.4845212777778,58.54790754444445,11.631430600000002,6.251823611111111,122.9177871111111,74.84667323333333,68.10723748333334,16.214788155555556,227.73773888888888,274.17176666666666,207.40726344444442,144.00357722222222,292.13635,372.3263222222222,353.75363333333337,212.39400333333333,355.0302277777778,452.3953333333333,399.69355,343.41319444444446,363.1041388888889,447.1671388888889,518.1849055555556,415.0083333333333,429.36663333333337,488.65187777777777,547.6912944444445,521.0630055555556,418.45938333333334,330.02411111111115,392.16645555555556,342.2778,373.12559444444446,269.6866394911458,2.9087591666666666,1881393.4867060373,4.0,27.0,4
2022-01-03 06:00:00,0.7280925777777778,2.8211607544444446,-3.7584864444444444,4.866549222222222,6.05666976111111,121.69847924444444,24.43671922222222,7.216735994444444,15.428055144444444,111.95275021111112,36.3217378,25.673770938888893,19.901463716666665,196.52421924444445,170.29634702222222,90.84103302222222,94.12865521111111,241.46093187777777,254.37788187777778,177.8477152111111,113.4543829888889,409.5729777777778,320.8475525777778,357.6421277777778,322.02798333333334,397.6788833333333,468.7662277777778,486.46655,387.9153888888889,444.99676111111114,478.26500555555555,465.50681111111106,407.6625055555556,362.9527833333333,354.6296722222222,426.5495277777778,325.03180555555554,324.9294722222222,230.54422900208334,1.881127291,1908017.06549487,3.333,18.0,3
